date,EQUITY_S&P_SL20_Index,Gold_Price
2021-04-27,2802.06,350522.01
2021-04-28,2878.8,349949.26
2021-04-29,2862.32,357042.14
2021-04-30,2869.25,352778.3
2021-05-03,2850.09,353235.34
2021-05-04,2815.94,357619.52
2021-05-05,2832.67,355431.87
2021-05-06,2838.96,356564.21
2021-05-07,2875.64,362343.14
2021-05-10,2838.19,365444.34
2021-05-11,2843.4,366459.54
2021-05-12,2850.43,365269.06
2021-05-13,2869.52,363497.98
2021-05-17,2941.07,369107.92
2021-05-18,2956.04,373831.01
2021-05-19,2953.68,372745.94
2021-05-20,2926.78,373837.08
2021-05-21,2900.34,374243.78
2021-05-24,2900.61,376610.52
2021-05-25,2925.87,374205.86
2021-05-28,2955.71,378189.23
2021-05-31,2978.81,380914.33
2021-06-01,3002.31,381608.59
2021-06-02,3000.92,378929.3
2021-06-03,3025.76,380329.15
2021-06-04,3046.47,372008.72
2021-06-07,3055.14,376683.35
2021-06-08,3033.01,378980.17
2021-06-09,3042.47,378137.84
2021-06-10,3074.1,376639.04
2021-06-11,3067.03,379544.71
2021-06-14,3054.94,372951.85
2021-06-15,3051.52,371487.95
2021-06-16,3072.67,370516.61
2021-06-17,3079.59,364301.65
2021-06-18,3083.38,356490.57
2021-06-21,3064.45,354655.96
2021-06-22,3026.08,356845.31
2021-06-23,3029.6,355877.93
2021-06-25,3042.63,355611.29
2021-06-28,3037.78,354672.53
2021-06-29,3002.96,354898.35
2021-06-30,2968.26,354897.11
2021-07-01,2956.12,355857.45
2021-07-02,2970.75,356517.44
2021-07-05,2952.96,357520.29
2021-07-06,2931.31,359413.2
2021-07-07,2936.41,360091.86
2021-07-08,2955.88,359497.16
2021-07-09,2979.01,360746.54
2021-07-12,2987.75,361090.48
2021-07-13,3002.27,361901.96
2021-07-14,3012.17,361945.94
2021-07-15,3031.32,365048.02
2021-07-16,3030.27,365146.34
2021-07-19,3081.94,362531.12
2021-07-20,3095.09,363473.63
2021-07-22,3092.31,360072.87
2021-07-26,3060.01,360997.84
2021-07-27,3048.22,359158.99
2021-07-28,3050.99,360440.38
2021-07-29,3071.54,362915.45
2021-07-30,3062.17,365562.13
2021-08-02,3072.38,362244.79
2021-08-03,3111.15,362171.82
2021-08-04,3109.97,362447.69
2021-08-05,3037.61,361815.59
2021-08-06,3056.02,360018.9
2021-08-09,3039.06,347848.05
2021-08-10,3032.24,346893.47
2021-08-11,3041.17,346263.51
2021-08-12,2989.02,349871.99
2021-08-13,2990.91,350961.53
2021-08-16,2977.31,355563.44
2021-08-17,3028.56,357142.12
2021-08-18,3073.42,357656.08
2021-08-19,3047.07,356048.89
2021-08-20,3051.64,356420.7
2021-08-23,3147.96,357060.38
2021-08-24,3175.73,360217.8
2021-08-25,3183.73,358637.59
2021-08-26,3327.08,357679.56
2021-08-27,3345.25,359409.0
2021-08-30,3310.37,368011.15
2021-08-31,3364.59,380701.65
2021-09-01,3428.72,380489.55
2021-09-02,3500.89,380812.95
2021-09-03,3494.76,376198.34
2021-09-06,3452.41,379003.73
2021-09-07,3415.46,378646.06
2021-09-08,3313.02,359885.01
2021-09-09,3376.04,357955.89
2021-09-10,3335.51,359399.0
2021-09-13,3204.07,358009.0
2021-09-14,3256.32,358519.0
2021-09-15,3332.26,360703.0
2021-09-16,3309.99,359122.31
2021-09-17,3291.87,351397.0
2021-09-21,3266.79,352713.8
2021-09-22,3283.5,354863.78
2021-09-23,3313.42,352464.68
2021-09-24,3347.81,350604.62
2021-09-27,3416.12,351783.0
2021-09-28,3444.06,350761.74
2021-09-29,3504.14,347688.14
2021-09-30,3534.82,346524.22
2021-10-01,3539.55,352304.59
2021-10-04,3540.24,352218.38
2021-10-05,3539.74,352717.0
2021-10-06,3602.46,351657.23
2021-10-07,3619.47,351880.57
2021-10-08,3613.14,357088.68
2021-10-11,3570.08,355980.11
2021-10-12,3569.39,355889.03
2021-10-13,3506.91,352553.0
2021-10-14,3547.1,357692.22
2021-10-15,3546.61,361333.31
2021-10-18,3553.45,354373.71
2021-10-21,3572.7,358686.36
2021-10-22,3605.72,359257.25
2021-10-25,3644.73,362305.05
2021-10-26,3659.73,366415.35
2021-10-27,3698.72,361708.78
2021-10-28,3687.56,360121.77
2021-10-29,3708.52,362861.21
2021-11-01,3678.35,360641.3
2021-11-02,3668.56,362714.6
2021-11-03,3656.6,360792.8
2021-11-05,3635.2,363699.65
2021-11-08,3649.94,364533.7
2021-11-09,3604.06,368684.52
2021-11-10,3632.4,369988.76
2021-11-11,3625.37,371475.81
2021-11-12,3615.95,375906.57
2021-11-15,3598.38,375757.44
2021-11-16,3606.85,377400.35
2021-11-17,3652.66,373359.01
2021-11-19,3674.58,376442.08
2021-11-22,3698.12,373401.73
2021-11-23,3747.53,366282.13
2021-11-24,3751.06,360174.29
2021-11-25,3767.41,360440.45
2021-11-26,3822.61,360578.91
2021-11-29,3829.65,361854.34
2021-11-30,3875.96,361493.11
2021-12-01,3905.65,359368.58
2021-12-02,3912.88,359702.78
2021-12-03,3884.57,355089.25
2021-12-06,3947.0,361316.59
2021-12-07,3964.42,356151.81
2021-12-08,3959.84,360830.97
2021-12-09,3985.89,358917.02
2021-12-10,4074.63,357741.4
2021-12-13,4193.28,359799.36
2021-12-14,4248.54,361058.94
2021-12-15,4233.02,357788.6
2021-12-16,4212.29,357680.25
2021-12-17,4253.67,363292.11
2021-12-20,4190.37,365532.97
2021-12-21,4172.68,360955.8
2021-12-22,4219.52,360158.25
2021-12-23,4249.58,362529.18
2021-12-24,4253.83,364066.43
2021-12-27,4217.43,363783.14
2021-12-28,4202.64,364536.42
2021-12-29,4201.55,362873.35
2021-12-30,4209.99,365943.03
2021-12-31,4233.25,363794.36
2022-01-03,4343.35,366331.85
2022-01-04,4377.06,361395.0
2022-01-05,4480.15,366167.77
2022-01-06,4515.09,363700.86
2022-01-07,4554.99,360489.78
2022-01-10,4544.43,362433.67
2022-01-11,4518.94,362996.09
2022-01-12,4490.83,365731.99
2022-01-13,4554.94,368174.81
2022-01-18,4618.26,367898.91
2022-01-19,4623.95,366147.2
2022-01-20,4604.8,369878.21
2022-01-21,4604.99,373065.07
2022-01-24,4627.03,370986.13
2022-01-25,4534.94,371918.23
2022-01-26,4478.34,372481.57
2022-01-27,4400.91,366979.85
2022-01-28,4380.55,361856.57
2022-01-31,4397.57,359927.68
2022-02-01,4344.42,362916.86
2022-02-02,4221.16,362418.93
2022-02-03,4333.76,364172.33
2022-02-07,4277.12,365726.05
2022-02-08,4165.6,368772.18
2022-02-09,4052.58,369338.84
2022-02-10,4114.71,370349.93
2022-02-11,4219.42,368768.17
2022-02-14,4235.35,373541.67
2022-02-15,4217.23,376213.05
2022-02-17,4224.63,377515.99
2022-02-18,4140.65,382119.95
2022-02-21,3932.78,382972.99
2022-02-22,3936.96,385633.15
2022-02-23,3791.57,382054.29
2022-02-24,3584.58,385184.82
2022-02-25,3742.33,387214.1
2022-02-28,3936.81,384052.24
2022-03-02,3860.24,391394.22
2022-03-03,3765.0,389656.99
2022-03-04,3819.44,390696.4
2022-03-07,3714.28,402149.51
2022-03-08,3586.93,401727.41
2022-03-09,3438.25,470485.33
2022-03-10,3731.14,452625.16
2022-03-11,3655.18,502614.17
2022-03-14,3616.78,497107.39
2022-03-15,3514.83,511777.91
2022-03-16,3524.06,515218.02
2022-03-18,3585.47,518656.56
2022-03-21,3617.86,529777.88
2022-03-22,3593.31,541123.8
2022-03-23,3593.95,539103.24
2022-03-24,3611.71,543856.6
2022-03-25,3639.12,569578.85
2022-03-28,3505.15,574607.29
2022-03-29,3338.03,568294.63
2022-03-30,3196.19,589041.45
2022-03-31,3031.16,576139.02
2022-04-01,2830.93,578835.01
2022-04-04,2684.82,596766.36
2022-04-05,2872.26,593692.86
2022-04-06,2797.52,591941.54
2022-04-07,2668.37,576208.14
2022-04-08,2623.9,577457.21
2022-04-11,,605318.04
2022-04-12,,613643.71
2022-04-18,,622363.63
2022-04-19,,612806.45
2022-04-20,,603379.35
2022-04-21,,654404.08
2022-04-22,,652885.83
2022-04-25,2355.54,643935.91
2022-04-26,2125.96,647700.62
2022-04-27,2356.71,642461.1
2022-04-28,2503.73,643701.84
2022-04-29,2509.24,649916.67
2022-05-04,2510.99,633019.97
2022-05-05,2479.51,664815.25
2022-05-06,2401.21,671177.67
2022-05-09,2443.05,684258.76
2022-05-10,,678433.54
2022-05-11,,670120.66
2022-05-12,2530.17,668628.0
2022-05-13,2662.31,657106.2
2022-05-17,2809.81,656919.69
2022-05-18,2795.53,651996.9
2022-05-19,2703.7,652782.8
2022-05-20,2750.91,660443.65
2022-05-23,2844.97,665733.59
2022-05-24,2816.45,664819.39
2022-05-25,2780.03,669218.15
2022-05-26,2744.54,665551.34
2022-05-27,2733.04,665950.71
2022-05-30,2719.08,670856.67
2022-05-31,2679.33,667519.64
2022-06-01,2655.38,661364.39
2022-06-02,2671.62,665341.26
2022-06-03,2647.67,674537.45
2022-06-06,2539.06,668110.83
2022-06-07,2454.48,663214.67
2022-06-08,2529.09,665821.85
2022-06-09,2567.74,666585.41
2022-06-10,2560.57,664350.91
2022-06-13,2545.75,669519.36
2022-06-15,2485.21,654547.36
2022-06-16,2463.09,659009.08
2022-06-17,2368.65,663582.26
2022-06-20,2364.92,663006.19
2022-06-21,2400.57,666291.05
2022-06-22,2409.81,659292.03
2022-06-23,2431.44,661636.17
2022-06-24,2470.19,657527.68
2022-06-27,2381.09,661400.91
2022-06-28,2336.44,656245.26
2022-06-29,2350.28,655462.0
2022-06-30,2334.36,655624.31
2022-07-01,2380.26,649205.28
2022-07-04,2345.08,651045.63
2022-07-05,2293.24,651358.65
2022-07-06,2247.04,637359.51
2022-07-07,2228.99,627886.34
2022-07-08,2244.83,628253.49
2022-07-11,2337.67,629690.32
2022-07-12,2365.22,626211.33
2022-07-14,2337.22,625587.67
2022-07-15,2400.17,619784.89
2022-07-18,2423.08,618718.67
2022-07-19,2459.45,616796.98
2022-07-20,2477.81,619190.33
2022-07-21,2477.67,612271.5
2022-07-22,2461.98,619699.95
2022-07-25,2434.28,623058.99
2022-07-26,2418.71,623156.4
2022-07-27,2409.12,619841.21
2022-07-28,2429.88,626347.64
2022-07-29,2448.36,632998.34
2022-08-01,2445.09,637002.55
2022-08-02,2501.8,641386.9
2022-08-03,2586.05,637121.76
2022-08-04,2677.67,638107.08
2022-08-05,2728.14,645603.42
2022-08-08,2794.15,640465.1
2022-08-09,2803.88,644037.87
2022-08-10,2928.96,647553.47
2022-08-12,3072.01,644757.79
2022-08-15,3097.3,648080.58
2022-08-16,3037.59,643301.35
2022-08-17,2947.0,641234.94
2022-08-18,2962.33,636816.46
2022-08-19,2963.95,634073.27
2022-08-22,3007.7,630943.86
2022-08-23,2989.78,628123.76
2022-08-24,2944.5,630154.38
2022-08-25,2866.23,633813.86
2022-08-26,2863.75,634418.94
2022-08-29,2830.67,623633.3
2022-08-30,2862.75,626579.83
2022-08-31,2928.97,622173.13
2022-09-01,3005.32,615711.23
2022-09-02,3009.61,613501.74
2022-09-05,3030.56,617806.61
2022-09-06,2998.19,620792.18
2022-09-07,3017.97,614040.18
2022-09-08,3069.03,620660.94
2022-09-09,3131.29,621594.89
2022-09-12,3156.64,621279.85
2022-09-13,3133.15,623772.37
2022-09-14,3179.79,617398.94
2022-09-15,3252.23,614340.06
2022-09-16,3237.32,603341.21
2022-09-19,3217.74,605567.4
2022-09-20,3185.59,608316.57
2022-09-21,3199.94,604566.81
2022-09-22,3231.22,602193.7
2022-09-23,3203.01,606412.23
2022-09-26,3156.9,595644.1
2022-09-27,3164.51,591531.84
2022-09-28,3184.48,589447.58
2022-09-29,3168.9,600537.57
2022-09-30,3165.33,602776.9
2022-10-03,3048.87,604681.22
2022-10-04,2875.21,615639.89
2022-10-05,2887.67,624295.06
2022-10-06,2820.43,624494.65
2022-10-07,2771.83,620462.99
2022-10-11,2652.99,604406.65
2022-10-12,2687.81,603682.34
2022-10-13,2805.11,606203.06
2022-10-14,2782.73,605722.97
2022-10-17,2720.73,599749.61
2022-10-18,2674.33,599593.35
2022-10-19,2677.37,600111.17
2022-10-20,2613.06,589856.59
2022-10-21,2597.87,590981.25
2022-10-25,2554.01,598982.87
2022-10-26,2608.15,601056.24
2022-10-27,2677.03,604389.51
2022-10-28,2642.44,604907.22
2022-10-31,2590.61,596771.11
2022-11-01,2610.6,595381.49
2022-11-02,2601.73,599083.52
2022-11-03,2583.75,595130.81
2022-11-04,2585.43,594693.27
2022-11-08,2518.83,608079.16
2022-11-09,2541.58,621090.64
2022-11-10,2560.28,620801.66
2022-11-11,2580.18,636157.72
2022-11-14,2566.62,640354.32
2022-11-15,2545.28,644074.75
2022-11-16,2464.2,645810.46
2022-11-17,2460.17,642808.53
2022-11-18,2381.53,641035.89
2022-11-21,2366.55,634287.51
2022-11-22,2454.96,633440.55
2022-11-23,2513.57,632470.01
2022-11-24,2458.58,637902.86
2022-11-25,2538.18,638232.05
2022-11-28,2612.76,635135.66
2022-11-29,2640.31,634395.95
2022-11-30,2730.08,636340.82
2022-12-01,2739.74,644694.94
2022-12-02,2774.6,652701.46
2022-12-05,2809.5,656347.46
2022-12-06,2835.66,644150.58
2022-12-08,2844.48,647598.97
2022-12-09,2827.72,651082.54
2022-12-12,2829.67,649416.69
2022-12-13,2819.81,647864.09
2022-12-14,2840.56,657430.25
2022-12-15,2809.72,652343.92
2022-12-16,2795.71,647228.53
2022-12-19,2749.54,652006.16
2022-12-20,2694.45,648767.51
2022-12-21,2653.84,659692.85
2022-12-22,2642.81,660564.43
2022-12-23,2623.7,651638.22
2022-12-27,2655.59,655666.01
2022-12-28,2631.03,657493.33
2022-12-29,2626.09,656700.63
2022-12-30,2635.63,659752.71
2023-01-02,2640.55,662292.65
2023-01-03,2652.68,665077.72
2023-01-04,2632.96,670070.49
2023-01-05,2612.94,673465.56
2023-01-09,2580.87,681633.86
2023-01-10,2565.33,678500.44
2023-01-11,2560.95,679382.93
2023-01-12,2549.92,681960.27
2023-01-13,2528.08,687493.48
2023-01-17,2607.51,692025.11
2023-01-18,2607.38,691197.39
2023-01-19,2635.77,689535.28
2023-01-20,2724.22,699495.79
2023-01-23,2818.94,700546.01
2023-01-24,2784.92,700752.44
2023-01-25,2807.22,702391.21
2023-01-26,2798.0,704726.25
2023-01-27,2815.0,698312.75
2023-01-30,2782.25,697208.22
2023-01-31,2764.51,697239.01
2023-02-01,,697267.98
2023-02-02,2812.75,707335.47
2023-02-03,2863.64,693599.09
2023-02-06,2836.62,678528.15
2023-02-07,2785.19,678039.76
2023-02-08,2782.56,679312.05
2023-02-09,2767.48,680193.72
2023-02-10,2756.41,673992.17
2023-02-13,2695.36,673560.26
2023-02-14,2648.99,672163.25
2023-02-15,2644.74,672201.25
2023-02-16,2718.31,666551.68
2023-02-17,2712.74,662148.93
2023-02-20,2777.78,667014.94
2023-02-21,2793.47,666880.02
2023-02-22,2789.45,664090.08
2023-02-23,2824.1,661194.05
2023-02-24,2833.45,661724.03
2023-02-27,2804.42,657461.35
2023-02-28,2796.71,657645.51
2023-03-01,2805.26,655376.52
2023-03-02,2828.48,648886.68
2023-03-03,2838.18,637009.61
2023-03-07,2869.14,624541.32
2023-03-08,2851.54,591799.84
2023-03-09,2865.93,579591.24
2023-03-10,2823.14,583174.86
2023-03-13,2794.84,600794.59
2023-03-14,2791.33,615386.99
2023-03-15,2809.99,622995.3
2023-03-16,2814.61,644344.3
2023-03-17,2840.11,648208.65
2023-03-20,2851.65,662084.05
2023-03-21,2800.75,663595.4
2023-03-22,2768.27,624631.93
2023-03-23,2722.94,
2023-03-24,2725.52,
2023-03-27,2677.98,
2023-03-28,2656.3,
2023-03-29,2673.25,
2023-03-30,2664.26,
2023-03-31,2682.83,
2023-04-03,2676.48,
2023-04-04,2664.27,641219.62
2023-04-06,2685.91,645929.09
2023-04-10,2728.01,637805.97
2023-04-11,2769.58,638640.94
2023-04-12,2754.23,645033.5
2023-04-17,2767.88,640709.2
2023-04-18,2728.95,639092.38
2023-04-19,2710.43,643259.34
2023-04-20,2718.22,639312.67
2023-04-21,2711.1,643079.05
2023-04-24,2683.75,637498.2
2023-04-25,2656.88,642565.41
2023-04-26,2646.48,642879.3
2023-04-27,2625.2,642714.81
2023-04-28,2617.79,639888.9
2023-05-02,2514.37,636985.83
2023-05-03,2534.03,647542.12
2023-05-04,2558.67,653817.95
2023-05-08,2593.44,645062.03
2023-05-09,2604.47,644578.08
2023-05-10,2588.63,646412.61
2023-05-11,2603.92,643440.9
2023-05-12,2587.89,631042.05
2023-05-15,2569.37,630846.48
2023-05-16,2542.68,630511.58
2023-05-17,2539.17,618174.62
2023-05-18,2507.71,610045.46
2023-05-19,2478.4,598983.26
2023-05-22,2434.31,607552.88
2023-05-23,2448.89,600234.06
2023-05-24,2496.55,601718.62
2023-05-25,2489.82,593510.77
2023-05-26,2480.76,590203.51
2023-05-29,2428.92,582001.27
2023-05-30,2420.73,577206.58
2023-05-31,2421.49,
2023-06-01,2470.42,
2023-06-02,2487.29,
2023-06-05,2489.88,
2023-06-06,2478.36,
2023-06-08,2475.11,
2023-06-09,2494.68,
2023-06-12,2548.34,
2023-06-13,2569.74,
2023-06-14,2634.81,
2023-06-15,2642.42,
2023-06-16,2638.82,
2023-06-19,2608.87,
2023-06-20,2606.15,
2023-06-21,2657.11,
2023-06-22,2667.06,
2023-06-23,2673.61,
2023-06-26,2714.86,
2023-06-27,2694.92,
2023-06-28,2713.65,591251.78
2023-07-04,2973.12,
2023-07-05,3013.37,
2023-07-06,3002.53,
2023-07-07,3022.38,
2023-07-10,3003.96,
2023-07-11,3003.5,
2023-07-12,3060.5,
2023-07-13,3058.32,
2023-07-14,3106.77,
2023-07-17,3156.92,
2023-07-18,3162.66,
2023-07-19,3184.54,
2023-07-20,3205.16,
2023-07-21,3231.83,
2023-07-24,3218.32,
2023-07-25,3198.99,
2023-07-26,3167.38,
2023-07-27,3273.76,
2023-07-28,3277.53,
2023-07-31,3309.6,
2023-08-02,3321.06,
2023-08-03,3389.67,
2023-08-04,3411.06,
2023-08-07,3447.44,
2023-08-08,3470.13,
2023-08-09,3447.96,
2023-08-10,3448.59,
2023-08-11,3420.56,
2023-08-14,3311.08,
2023-08-15,3257.35,
2023-08-16,3314.63,
2023-08-17,3299.99,
2023-08-18,3266.68,
2023-08-21,3238.4,
2023-08-22,3204.26,
2023-08-23,3249.17,
2023-08-24,3195.65,
2023-08-25,3169.8,
2023-08-28,3152.84,
2023-08-29,3150.26,
2023-08-31,3131.07,
2023-09-01,3153.65,
2023-09-04,3234.27,
2023-09-05,3268.67,
2023-09-06,3218.84,
2023-09-07,3213.46,
2023-09-08,3248.36,
2023-09-11,3221.82,
2023-09-12,3208.13,
2023-09-13,3237.29,
2023-09-14,3264.42,
2023-09-15,3244.51,
2023-09-18,3213.42,
2023-09-19,3167.65,
2023-09-20,3172.81,
2023-09-21,3154.43,
2023-09-22,3178.59,
2023-09-25,3164.52,
2023-09-26,3165.96,
2023-09-27,3197.72,
2023-10-02,3150.71,
2023-10-03,3111.98,
2023-10-04,3121.29,
2023-10-05,3112.82,
2023-10-06,3100.8,
2023-10-09,3047.7,
2023-10-10,3041.32,
2023-10-11,2997.85,
2023-10-12,3040.57,
2023-10-13,3042.1,
2023-10-16,2999.9,
2023-10-17,2973.12,
2023-10-18,2941.08,
2023-10-19,2952.08,
2023-10-20,3050.2,
2023-10-23,3055.8,
2023-10-24,3017.02,
2023-10-25,2977.38,
2023-10-26,2952.22,
2023-10-27,3015.37,
2023-10-30,3015.44,
2023-10-31,2994.35,
2023-11-01,3034.45,
2023-11-02,3052.16,
2023-11-03,3031.28,
2023-11-06,3046.51,
2023-11-07,3071.02,
2023-11-08,3105.19,
2023-11-09,3088.93,
2023-11-10,3081.71,
2023-11-13,3087.2,
2023-11-14,3040.56,
2023-11-15,3026.72,
2023-11-16,3007.36,
2023-11-17,2996.86,
2023-11-20,2977.9,
2023-11-21,2972.37,
2023-11-22,2981.6,
2023-11-23,2979.92,
2023-11-24,2981.93,
2023-11-27,2970.47,
2023-11-28,2970.67,
2023-11-29,2977.76,
2023-11-30,3010.03,
2023-12-01,3047.12,
2023-12-04,3067.73,
2023-12-05,3054.41,
2023-12-06,3056.33,
2023-12-07,3065.45,
2023-12-08,3102.99,
2023-12-11,3136.34,
2023-12-12,3139.82,
2023-12-13,3137.3,
2023-12-14,3119.18,
2023-12-15,3102.64,
2023-12-21,3052.68,
2023-12-22,3040.2,
2023-12-29,3068.36,
2024-01-02,3084.36,
2024-01-03,3093.23,
2024-01-04,3086.91,
2024-01-05,3094.65,
2024-01-08,3082.4,
2024-01-09,3072.36,
2024-01-10,3051.79,
2024-01-11,3029.38,
2024-01-12,3022.99,
2024-01-16,2999.09,
2024-01-17,2974.03,
2024-01-18,2957.2,
2024-01-19,2950.32,
2024-01-22,2926.39,
2024-01-23,2901.3,
2024-01-24,2903.39,
2024-01-26,2929.0,
2024-01-29,2913.29,
2024-01-30,2898.64,
2024-01-31,2896.48,
2024-02-01,2933.3,
2024-02-02,2943.03,
2024-02-06,2992.88,
2024-02-07,2996.92,
2024-02-08,3015.16,
2024-02-09,3026.77,
2024-02-12,3032.29,
2024-02-13,3022.53,
2024-02-14,3024.26,
2024-02-15,3035.35,
2024-02-16,3048.63,
2024-02-19,3067.4,
2024-02-20,3068.89,
2024-02-21,3070.37,
2024-02-22,3064.94,
2024-02-26,3057.3,
2024-02-27,3055.24,
2024-02-28,3056.97,
2024-02-29,3037.38,
2024-03-01,3039.4,
2024-03-04,3084.79,
2024-03-05,3092.25,
2024-03-06,3100.3,
2024-03-07,3147.45,
2024-03-11,3175.05,
2024-03-12,3181.33,
2024-03-13,3218.08,
2024-03-14,3230.49,
2024-03-15,3245.24,
2024-03-18,3237.12,
2024-03-19,3209.66,
2024-03-20,3208.74,
2024-03-21,3182.49,
2024-03-22,3226.28,
2024-03-25,3220.19,
2024-03-26,3262.57,
2024-03-27,3300.27,
2024-03-28,3317.62,
2024-04-05,3481.5,
2024-04-10,3572.68,
2024-04-15,3565.17,
2024-04-16,3470.25,
2024-04-17,3491.32,
2024-04-18,3475.4,
2024-04-19,3449.43,
2024-04-22,3481.89,
2024-04-24,3495.06,
2024-04-25,3593.83,
2024-04-26,3634.73,
2024-04-29,3685.77,
2024-04-30,3689.97,
2024-05-02,3675.77,
2024-05-03,3672.05,
2024-05-06,3648.14,
2024-05-07,3640.77,
2024-05-08,3640.38,
2024-05-09,3672.78,
2024-05-10,3730.12,
2024-05-13,3722.88,
2024-05-14,3671.23,
2024-05-15,3636.66,
2024-05-16,3633.8,
2024-05-17,3637.56,
2024-05-20,3614.24,
2024-05-21,3608.71,
2024-05-22,3666.89,
2024-05-27,3650.45,
2024-05-28,3619.3,
2024-05-29,3547.35,
2024-05-30,3585.81,
2024-05-31,3569.04,
2024-06-03,3553.96,
2024-06-04,3568.81,
2024-06-05,3593.3,
2024-06-06,3650.88,
2024-06-07,3655.61,
2024-06-10,3683.25,
2024-06-11,3687.99,
2024-06-12,3686.31,
2024-06-13,3670.16,
2024-06-14,3645.29,
2024-06-18,3621.89,
2024-06-19,3604.71,
2024-06-20,3610.04,
2024-06-24,3634.7,
2024-06-25,3629.43,
2024-06-26,3628.63,
2024-06-27,3601.37,
2024-06-28,3588.54,
2024-07-01,3565.83,
2024-07-02,3574.01,
2024-07-03,3543.64,
2024-07-04,3505.25,
2024-07-05,3505.64,
2024-07-08,3469.24,
2024-07-09,3437.87,
2024-07-10,3448.35,
2024-07-11,3435.48,
2024-07-12,3454.68,
2024-07-15,3473.74,
2024-07-16,3474.85,
2024-07-17,3456.94,
2024-07-18,3439.46,
2024-07-19,3429.0,
2024-07-22,3356.68,
2024-07-23,3368.66,
2024-07-24,3413.61,
2024-07-25,3386.34,
2024-07-26,3385.63,
2024-07-29,3369.16,
2024-07-30,3333.82,
2024-07-31,3265.55,
2024-08-01,3281.62,
2024-08-02,3290.15,
2024-08-05,3214.38,
2024-08-06,3226.82,
2024-08-07,3223.91,
2024-08-08,3210.17,
2024-08-09,3224.96,
2024-08-12,3233.87,
2024-08-13,3244.61,
2024-08-14,3266.1,
2024-08-15,3308.89,
2024-08-16,3300.85,
2024-08-20,3300.16,
2024-08-21,3302.79,
2024-08-22,3288.49,
2024-08-23,3254.05,
2024-08-26,3189.11,
2024-08-27,3148.96,
2024-08-28,3096.04,
2024-08-29,3070.27,
2024-08-30,3058.6,
2024-09-02,3006.93,
2024-09-03,2990.34,
2024-09-04,3045.39,
2024-09-05,3035.64,
2024-09-06,3013.5,
2024-09-09,2960.21,
2024-09-10,2923.07,
2024-09-11,2923.54,
2024-09-12,2925.32,
2024-09-13,2979.77,
2024-09-18,3037.13,
2024-09-19,3061.76,
2024-09-20,3102.2,
2024-09-23,3160.63,
2024-09-24,3235.22,
2024-09-25,3367.45,
2024-09-26,3384.29,
2024-09-27,3409.9,
2024-09-30,3453.41,
2024-10-01,3520.92,
2024-10-02,3510.03,
2024-10-03,3483.83,
2024-10-04,3543.22,
2024-10-07,3590.8,
2024-10-08,3595.73,
2024-10-09,3593.55,
2024-10-10,3600.88,
2024-10-11,3640.65,
2024-10-14,3614.78,
2024-10-15,3607.38,
2024-10-16,3613.53,
2024-10-18,3622.94,
2024-10-21,3624.75,
2024-10-22,3628.8,
2024-10-23,3663.4,
2024-10-24,3720.3,
2024-10-25,3759.3,
2024-10-28,3790.9,
2024-10-29,3855.73,
2024-10-30,3864.32,
2024-11-01,3879.33,
2024-11-04,3875.22,
2024-11-05,3852.62,
2024-11-06,3824.68,
2024-11-07,3823.77,
2024-11-08,3831.27,
2024-11-11,3854.43,
2024-11-12,3887.16,
2024-11-13,3938.25,
2024-11-14,3977.17,
2024-11-18,3980.23,
2024-11-19,3914.23,
2024-11-20,3919.28,
2024-11-21,3860.92,
2024-11-22,3871.23,
2024-11-25,3794.71,
2024-11-26,3844.12,
2024-11-27,3876.61,
2024-11-28,3917.62,
2024-11-29,3905.17,
2024-12-02,3910.0,
2024-12-03,3941.8,
2024-12-04,4016.6,
2024-12-05,4053.03,
2024-12-06,4062.05,
2024-12-09,4090.92,
2024-12-10,4113.42,
2024-12-11,4143.29,
2024-12-12,4186.46,
2024-12-13,4244.45,
2024-12-16,4349.82,
2024-12-18,4404.13,
